City,Property_Type,BHK,Size_in_SqFt,Age_of_Property,Furnished_Status,Public_Transport,Nearby_Schools,Nearby_Hospitals,Parking,Security,Price_in_Lakhs,Good_Investment
Delhi,Apartment,3,1432,2,Unfurnished,High,4.0,5,No,No,207.84,0
Jaipur,Apartment,3,1432,8,Unfurnished,Low,9.0,8,No,No,58.8,0
Delhi,Apartment,3,1554,29,Unfurnished,Low,4.0,2,No,No,180.07,1
Bangalore,Apartment,4,1916,10,Fully-Furnished,Low,8.0,1,Yes,No,138.15,1
Bangalore,Independent House,4,1875,34,Unfurnished,Medium,,0,No,Yes,142.7,1
Jaipur,Apartment,2,1012,36,Fully-Furnished,Low,5.0,1,Yes,Yes,26.52,1
Jaipur,Apartment,1,411,12,Fully-Furnished,Medium,2.0,2,Yes,Yes,21.46,0
Delhi,Apartment,2,979,35,Semi-Furnished,High,4.0,6,No,Yes,133.61,1
Pune,Apartment,3,1280,12,Semi-Furnished,High,9.0,1,Yes,Yes,135.88,0
Delhi,Villa,2,1105,11,Semi-Furnished,Medium,6.0,4,Yes,Yes,167.74,0
Jaipur,Apartment,4,2037,36,Fully-Furnished,Low,2.0,1,Yes,No,71.16,1
Indore,Apartment,3,1258,9,Unfurnished,Medium,1.0,6,Yes,No,36.35,1
Jaipur,Apartment,3,1511,8,Semi-Furnished,Low,4.0,7,Yes,Yes,60.75,1
Indore,Villa,3,1337,6,Semi-Furnished,High,2.0,7,No,Yes,51.56,0
Mumbai,Apartment,2,1111,1,Fully-Furnished,Medium,4.0,7,Yes,No,287.27,0
Jaipur,Apartment,1,480,22,Semi-Furnished,Medium,8.0,8,Yes,No,18.44,1
Mumbai,Apartment,3,1219,38,Semi-Furnished,Medium,10.0,0,No,No,237.11,1
Pune,Apartment,5,2552,39,Semi-Furnished,High,9.0,0,No,Yes,226.69,0
Delhi,Apartment,2,752,38,Fully-Furnished,Low,0.0,1,Yes,No,73.0,1
Indore,Apartment,1,524,20,Semi-Furnished,Medium,3.0,5,Yes,Yes,19.36,1
Delhi,Villa,4,2025,22,Unfurnished,Low,9.0,0,Yes,No,248.68,1
Mumbai,Independent House,3,1547,28,Semi-Furnished,High,4.0,4,Yes,No,336.24,0
Indore,Apartment,3,1325,13,Fully-Furnished,High,1.0,4,Yes,No,65.2,0
Delhi,Apartment,4,1795,25,Semi-Furnished,Medium,1.0,3,Yes,Yes,297.54,0
Jaipur,Apartment,2,917,4,Fully-Furnished,Medium,0.0,4,Yes,No,37.6,1
Bangalore,Independent House,3,1207,30,Unfurnished,High,7.0,0,Yes,Yes,77.6,1
Mumbai,Apartment,3,1632,24,Semi-Furnished,Medium,1.0,5,Yes,Yes,331.83,0
Delhi,Villa,4,2094,30,Semi-Furnished,Medium,2.0,6,Yes,No,288.67,0
Mumbai,Apartment,2,783,19,Fully-Furnished,Medium,1.0,7,Yes,Yes,189.41,0
Mumbai,Apartment,4,1762,16,Unfurnished,Medium,3.0,1,Yes,Yes,310.42,1
Indore,Apartment,3,1403,1,Fully-Furnished,Low,0.0,6,Yes,No,45.31,1
Indore,Apartment,3,1315,24,Semi-Furnished,High,2.0,5,Yes,No,60.39,0
Bangalore,Independent House,3,1247,12,Unfurnished,Medium,4.0,8,Yes,No,118.39,0
Jaipur,Independent House,1,696,38,Unfurnished,Low,9.0,7,No,Yes,21.67,1
Mumbai,Apartment,3,1635,27,Unfurnished,High,0.0,3,Yes,No,220.74,1
Delhi,Apartment,2,937,5,Semi-Furnished,Medium,3.0,8,Yes,Yes,128.78,1
Pune,Independent House,2,818,2,Unfurnished,Low,5.0,0,Yes,No,72.07,0
Mumbai,Villa,3,1604,34,Unfurnished,Medium,3.0,5,Yes,Yes,299.21,1
Mumbai,Apartment,3,1566,17,Fully-Furnished,High,6.0,7,No,No,296.86,1
Bangalore,Apartment,3,1282,10,Unfurnished,High,6.0,3,Yes,Yes,135.12,0
Jaipur,Apartment,4,1682,19,Unfurnished,High,5.0,1,Yes,No,71.47,0
Pune,Apartment,4,1820,4,Semi-Furnished,High,8.0,1,Yes,Yes,203.76,0
Indore,Apartment,4,1773,18,Semi-Furnished,Low,1.0,0,No,Yes,56.5,1
Indore,Apartment,2,1039,21,Semi-Furnished,Medium,9.0,4,No,Yes,34.61,1
Delhi,Apartment,3,1656,18,Unfurnished,High,7.0,5,Yes,No,243.43,0
Pune,Apartment,3,1335,15,Semi-Furnished,Medium,7.0,3,Yes,Yes,101.63,1
Indore,Apartment,4,1940,23,Semi-Furnished,Medium,10.0,3,No,Yes,61.03,1
Delhi,Independent House,3,1201,40,Unfurnished,Medium,9.0,4,No,Yes,174.73,0
Jaipur,Villa,2,1107,3,Unfurnished,Medium,10.0,4,Yes,No,59.34,0
Delhi,Apartment,2,1004,14,Unfurnished,High,3.0,8,Yes,Yes,127.53,1
Indore,Independent House,3,1326,24,Unfurnished,Medium,5.0,7,Yes,Yes,46.9,1
Bangalore,Independent House,3,1437,34,Semi-Furnished,Medium,10.0,8,Yes,Yes,87.88,1
Bangalore,Apartment,3,1444,13,Semi-Furnished,High,5.0,2,Yes,No,180.03,0
Bangalore,Apartment,3,1390,18,Unfurnished,Medium,4.0,2,Yes,Yes,131.22,0
Indore,Villa,3,1518,37,Unfurnished,Low,0.0,0,No,No,51.63,1
Bangalore,Independent House,2,1161,35,Unfurnished,Medium,2.0,5,Yes,No,83.85,1
Pune,Independent House,2,901,6,Semi-Furnished,High,6.0,3,No,Yes,98.47,0
Jaipur,Independent House,2,866,29,Unfurnished,High,7.0,7,Yes,Yes,40.9,0
Delhi,Apartment,3,1640,18,Semi-Furnished,High,1.0,1,No,No,242.69,0
Delhi,Apartment,3,1438,24,Unfurnished,High,2.0,1,Yes,No,165.04,1
Indore,Apartment,1,508,15,Semi-Furnished,Medium,3.0,6,Yes,No,20.68,0
Bangalore,Apartment,4,1689,39,Fully-Furnished,High,10.0,4,Yes,Yes,145.85,1
Bangalore,Apartment,4,2002,7,Unfurnished,High,4.0,0,Yes,Yes,251.46,0
Mumbai,Apartment,2,964,17,Semi-Furnished,Low,2.0,6,No,Yes,191.41,1
Jaipur,Apartment,3,1384,27,Fully-Furnished,Low,4.0,6,Yes,Yes,56.42,1
Pune,Villa,2,1061,15,Unfurnished,High,7.0,5,Yes,Yes,99.36,0
Delhi,Apartment,3,1501,18,Semi-Furnished,High,7.0,3,Yes,Yes,227.86,0
Mumbai,Apartment,2,784,16,Unfurnished,High,1.0,7,No,Yes,185.93,0
Mumbai,Apartment,3,1221,12,Semi-Furnished,High,5.0,1,Yes,Yes,259.83,0
Indore,Apartment,3,1643,6,Unfurnished,Medium,3.0,1,Yes,Yes,52.72,1
Delhi,Villa,4,1744,26,Fully-Furnished,Medium,8.0,1,Yes,Yes,213.44,1
Indore,Villa,3,1421,9,Semi-Furnished,Medium,9.0,2,Yes,No,53.6,0
Pune,Independent House,2,1114,33,Semi-Furnished,Low,1.0,5,No,Yes,77.1,1
Mumbai,Apartment,1,613,35,Semi-Furnished,High,7.0,0,Yes,Yes,129.86,0
Mumbai,Apartment,2,947,24,Semi-Furnished,Medium,0.0,1,Yes,Yes,200.05,0
Jaipur,Apartment,2,1062,5,Unfurnished,Medium,10.0,1,Yes,Yes,46.43,0
Pune,Apartment,2,971,23,Fully-Furnished,Medium,5.0,0,Yes,Yes,66.89,1
Mumbai,Independent House,3,1274,17,Fully-Furnished,Medium,10.0,2,Yes,Yes,311.44,0
Pune,Villa,2,1113,22,Semi-Furnished,Low,10.0,6,Yes,Yes,63.47,1
Delhi,Independent House,3,1319,5,Fully-Furnished,Medium,9.0,0,Yes,No,177.3,1
Bangalore,Apartment,4,1731,28,Semi-Furnished,Low,0.0,6,Yes,Yes,137.4,1
Mumbai,Independent House,2,1087,24,Semi-Furnished,Low,1.0,4,Yes,Yes,228.59,0
Jaipur,Apartment,1,697,16,Semi-Furnished,High,2.0,8,Yes,No,35.18,0
Delhi,Independent House,2,969,23,Unfurnished,Low,8.0,1,Yes,Yes,117.24,1
Pune,Apartment,3,1483,10,Unfurnished,Medium,4.0,0,No,No,126.4,0
Indore,Apartment,3,1521,25,Unfurnished,Medium,9.0,8,No,Yes,43.45,1
Delhi,Apartment,3,1412,33,Semi-Furnished,Medium,9.0,7,Yes,Yes,163.33,1
Mumbai,Independent House,4,1770,27,Unfurnished,Low,1.0,5,Yes,Yes,284.58,1
Pune,Apartment,2,1175,2,Unfurnished,High,9.0,4,Yes,No,90.99,1
Bangalore,Apartment,4,2071,10,Fully-Furnished,High,4.0,7,No,Yes,211.65,0
Delhi,Independent House,3,1577,37,Unfurnished,Low,4.0,7,No,Yes,169.36,1
Mumbai,Apartment,1,400,13,Semi-Furnished,Medium,0.0,4,Yes,Yes,79.29,1
Jaipur,Apartment,4,1970,25,Unfurnished,High,2.0,6,Yes,Yes,78.25,1
Indore,Apartment,2,943,20,Unfurnished,High,4.0,0,Yes,No,21.51,1
Pune,Apartment,2,836,38,Semi-Furnished,Medium,8.0,3,Yes,Yes,60.93,1
Delhi,Independent House,3,1460,29,Semi-Furnished,Low,9.0,1,No,No,169.46,1
Delhi,Villa,1,555,7,Semi-Furnished,Medium,0.0,2,Yes,Yes,78.63,0
Bangalore,Apartment,2,972,19,Unfurnished,Medium,7.0,0,No,No,64.78,1
Bangalore,Independent House,4,1873,31,Semi-Furnished,Low,0.0,1,Yes,Yes,178.09,0
Jaipur,Apartment,3,1472,21,Unfurnished,Medium,8.0,0,Yes,No,71.77,0
Indore,Apartment,3,1575,6,Unfurnished,Medium,5.0,7,Yes,Yes,45.53,1
Jaipur,Apartment,2,987,8,Unfurnished,Medium,0.0,3,Yes,No,40.79,0
Mumbai,Apartment,1,635,0,Unfurnished,High,7.0,2,No,No,171.87,0
Mumbai,Apartment,3,1533,28,Unfurnished,High,4.0,0,Yes,Yes,286.75,1
Jaipur,Independent House,3,1622,7,Unfurnished,Medium,6.0,1,Yes,No,63.57,1
Indore,Villa,3,1604,3,Fully-Furnished,High,6.0,2,Yes,Yes,68.54,0
Jaipur,Apartment,3,1334,34,Unfurnished,Low,6.0,2,Yes,No,47.52,1
Indore,Apartment,2,863,2,Unfurnished,High,5.0,5,Yes,Yes,51.28,0
Indore,Villa,5,2225,39,Unfurnished,Low,10.0,7,No,Yes,72.81,1
Pune,Independent House,3,1442,6,Semi-Furnished,Low,7.0,5,Yes,No,98.26,1
Indore,Independent House,2,1180,26,Unfurnished,Medium,8.0,1,Yes,Yes,36.08,1
Bangalore,Apartment,2,1182,0,,Medium,1.0,1,No,Yes,120.71,0
Indore,Villa,3,1310,26,Fully-Furnished,High,6.0,6,Yes,No,46.6,1
Indore,Apartment,3,1678,15,Unfurnished,Medium,1.0,0,Yes,Yes,51.5,1
Indore,Apartment,3,1326,37,Semi-Furnished,Medium,5.0,0,Yes,Yes,48.2,1
Mumbai,Apartment,3,1593,6,Unfurnished,Medium,1.0,6,Yes,Yes,312.36,1
Bangalore,Apartment,3,1311,22,Semi-Furnished,Medium,9.0,8,No,No,119.84,0
Bangalore,Apartment,3,1205,40,Unfurnished,Medium,5.0,4,Yes,No,110.26,0
Jaipur,Apartment,3,1507,10,Unfurnished,Medium,1.0,0,Yes,No,58.73,1
Pune,Apartment,3,1491,32,Unfurnished,High,0.0,4,Yes,No,115.15,1
Indore,Villa,2,1182,35,Semi-Furnished,High,6.0,0,Yes,Yes,35.85,1
Delhi,Apartment,2,950,36,Unfurnished,High,2.0,8,Yes,Yes,128.18,1
Pune,Apartment,3,1387,40,Unfurnished,Medium,3.0,3,Yes,Yes,107.07,1
Pune,Apartment,3,1281,16,Semi-Furnished,High,5.0,8,No,Yes,132.53,0
Bangalore,Independent House,2,1028,34,Semi-Furnished,Medium,4.0,1,Yes,Yes,82.14,1
Pune,Apartment,2,913,4,Fully-Furnished,Medium,3.0,6,Yes,No,78.23,0
Indore,Apartment,3,1414,31,Unfurnished,Medium,8.0,1,Yes,No,47.68,1
Indore,Apartment,3,1470,2,Semi-Furnished,High,5.0,3,Yes,Yes,66.38,0
Mumbai,Independent House,2,1106,34,Semi-Furnished,High,5.0,5,Yes,No,234.83,0
Indore,Independent House,2,1018,13,Unfurnished,High,1.0,1,Yes,No,36.69,1
Indore,Apartment,2,918,30,Semi-Furnished,High,5.0,1,Yes,No,32.1,1
Bangalore,Apartment,3,1403,30,Unfurnished,High,6.0,1,Yes,Yes,114.17,1
Indore,Independent House,2,928,16,Fully-Furnished,High,7.0,2,Yes,Yes,44.65,0
Mumbai,Apartment,4,2146,23,Unfurnished,Medium,7.0,4,Yes,Yes,455.75,0
Delhi,Apartment,2,1086,22,Semi-Furnished,Medium,8.0,8,Yes,Yes,138.86,1
Bangalore,Apartment,1,400,17,Unfurnished,Medium,9.0,5,No,Yes,28.23,1
Delhi,Apartment,3,1238,13,Fully-Furnished,Low,10.0,8,Yes,No,192.08,0
Bangalore,Apartment,3,1221,14,Unfurnished,Medium,2.0,4,No,Yes,117.92,0
Jaipur,Apartment,4,1695,14,Fully-Furnished,Medium,9.0,5,Yes,Yes,76.68,0
Pune,Villa,3,1365,5,Fully-Furnished,Medium,6.0,7,No,Yes,112.56,0
Jaipur,Independent House,2,916,26,Unfurnished,High,6.0,2,Yes,Yes,34.88,1
Indore,Apartment,2,1135,14,Fully-Furnished,High,0.0,1,Yes,Yes,62.67,0
Delhi,Independent House,3,1381,35,Fully-Furnished,Low,7.0,2,No,Yes,179.91,1
Indore,Apartment,1,400,7,Unfurnished,Medium,3.0,8,Yes,No,17.66,0
Pune,Apartment,4,1785,14,Unfurnished,Medium,4.0,5,Yes,Yes,122.24,1
Bangalore,Apartment,2,918,2,Semi-Furnished,Medium,5.0,3,No,No,106.9,0
Pune,Independent House,4,1817,12,Unfurnished,High,2.0,2,Yes,Yes,175.56,0
Mumbai,Villa,3,1407,40,Unfurnished,Medium,4.0,1,Yes,Yes,231.64,1
Pune,Villa,3,1502,33,Unfurnished,Medium,9.0,3,Yes,Yes,111.74,1
Mumbai,Independent House,4,1710,23,Unfurnished,High,,8,Yes,No,418.2,0
Pune,Apartment,3,1479,39,Unfurnished,High,0.0,3,Yes,No,86.72,1
Mumbai,Independent House,3,1519,31,Unfurnished,Low,2.0,4,No,Yes,238.04,1
Delhi,Villa,2,1184,31,Fully-Furnished,High,2.0,7,Yes,Yes,188.61,0
Indore,Independent House,3,1399,29,Semi-Furnished,Medium,0.0,1,No,Yes,48.68,1
Indore,Apartment,2,1015,12,Unfurnished,Medium,6.0,2,Yes,No,40.0,0
Jaipur,Apartment,2,1113,0,Semi-Furnished,Low,0.0,5,No,Yes,55.12,0
Indore,Apartment,4,2036,33,Semi-Furnished,Medium,6.0,6,Yes,Yes,73.71,1
Bangalore,Apartment,2,927,14,Fully-Furnished,Medium,3.0,3,No,Yes,86.92,0
Pune,Apartment,3,1312,13,Unfurnished,Medium,8.0,0,Yes,Yes,99.98,1
Jaipur,Apartment,3,1295,28,Unfurnished,Medium,6.0,6,No,No,59.8,0
Bangalore,Apartment,2,1126,33,Fully-Furnished,High,4.0,8,Yes,Yes,105.11,0
Bangalore,Apartment,3,1456,17,Fully-Furnished,Low,6.0,0,Yes,Yes,159.03,0
Mumbai,Apartment,3,1486,6,Semi-Furnished,Low,8.0,0,Yes,Yes,381.55,0
Indore,Apartment,2,880,28,Semi-Furnished,High,9.0,0,Yes,Yes,29.32,1
Delhi,Independent House,3,1291,30,Unfurnished,Low,5.0,6,Yes,Yes,167.5,1
Delhi,Apartment,2,817,24,Semi-Furnished,High,0.0,8,Yes,No,99.68,1
Jaipur,Apartment,3,1565,37,Unfurnished,Medium,5.0,2,Yes,Yes,68.08,0
Delhi,Villa,3,1321,13,Unfurnished,Medium,0.0,7,Yes,Yes,187.86,0
Pune,Apartment,3,1283,7,Fully-Furnished,Low,3.0,8,Yes,Yes,113.5,0
Delhi,Apartment,3,1514,26,Unfurnished,Low,7.0,2,Yes,No,158.46,1
Jaipur,Apartment,2,1140,1,Semi-Furnished,Low,4.0,2,No,Yes,46.24,1
Delhi,Apartment,3,1616,16,Fully-Furnished,Low,4.0,0,No,No,241.06,0
Pune,Independent House,2,871,36,Unfurnished,Medium,9.0,1,Yes,Yes,58.84,1
Mumbai,Apartment,4,1815,13,Fully-Furnished,Low,,6,Yes,No,369.09,0
Jaipur,Apartment,2,1030,24,Fully-Furnished,Medium,7.0,2,Yes,No,50.29,0
Mumbai,Apartment,1,572,29,Semi-Furnished,Medium,7.0,6,No,Yes,109.1,1
Mumbai,Apartment,2,1119,28,Unfurnished,Medium,,4,Yes,Yes,173.77,1
Mumbai,Villa,2,1073,19,Unfurnished,Low,4.0,7,Yes,No,220.16,0
Bangalore,Apartment,2,1116,20,Unfurnished,Low,4.0,4,Yes,No,73.22,1
Indore,Apartment,3,1343,21,Unfurnished,Low,7.0,2,No,No,31.73,1
Bangalore,Apartment,4,1689,34,Unfurnished,High,0.0,8,Yes,No,139.93,1
Indore,Apartment,2,1173,36,Fully-Furnished,Medium,6.0,6,Yes,Yes,34.83,1
Mumbai,Apartment,2,973,15,Unfurnished,High,6.0,4,Yes,Yes,216.0,0
Jaipur,Independent House,2,799,16,Semi-Furnished,Medium,8.0,6,Yes,No,38.31,0
Indore,Villa,2,1063,15,Unfurnished,Medium,1.0,8,Yes,No,44.41,0
Pune,Independent House,1,495,1,Semi-Furnished,Medium,2.0,4,Yes,Yes,47.19,0
Pune,Independent House,2,960,3,Fully-Furnished,High,3.0,6,No,Yes,77.65,0
Delhi,Villa,4,1748,20,Unfurnished,Medium,0.0,8,Yes,Yes,205.81,1
Indore,Apartment,2,921,38,Unfurnished,Low,6.0,0,No,Yes,27.04,1
Jaipur,Villa,3,1501,33,Semi-Furnished,Medium,9.0,3,Yes,Yes,57.01,1
Bangalore,Independent House,2,759,29,Semi-Furnished,Medium,2.0,0,Yes,Yes,53.7,1
Mumbai,Villa,4,1958,5,Semi-Furnished,Medium,2.0,7,No,Yes,408.3,0
Delhi,Apartment,4,1985,16,Unfurnished,Medium,2.0,2,Yes,No,301.88,0
Pune,Apartment,3,1486,38,Unfurnished,Medium,7.0,1,Yes,No,104.88,1
Bangalore,Independent House,4,2047,24,Fully-Furnished,Medium,8.0,3,No,No,177.81,0
Bangalore,Villa,3,1392,4,Fully-Furnished,Medium,9.0,2,Yes,No,166.88,0
Mumbai,Independent House,3,1557,4,Semi-Furnished,High,1.0,4,Yes,Yes,303.68,1
Indore,Apartment,4,1755,19,Fully-Furnished,High,9.0,7,No,No,84.51,0
Pune,Apartment,3,1322,15,Semi-Furnished,Medium,9.0,7,Yes,Yes,118.4,0
Jaipur,Apartment,1,629,40,Unfurnished,Medium,0.0,6,Yes,No,23.92,1
Bangalore,Villa,3,1566,36,Unfurnished,High,8.0,7,No,Yes,131.57,1
Mumbai,Apartment,2,1061,39,Unfurnished,Medium,5.0,4,Yes,No,161.28,1
Jaipur,Apartment,2,1091,8,Semi-Furnished,Medium,8.0,5,Yes,Yes,53.43,0
Indore,Independent House,3,1369,4,Unfurnished,High,5.0,7,No,Yes,54.12,0
Pune,Apartment,3,1477,1,Unfurnished,Medium,1.0,0,Yes,Yes,128.63,0
Indore,Independent House,3,1310,8,Semi-Furnished,Low,0.0,5,No,Yes,44.33,1
Bangalore,Apartment,3,1504,35,Semi-Furnished,High,7.0,5,No,Yes,121.38,1
Jaipur,Independent House,2,967,21,Semi-Furnished,Low,2.0,4,Yes,Yes,37.12,1
Jaipur,Apartment,3,1233,21,Fully-Furnished,High,0.0,3,Yes,No,62.18,0
Jaipur,Independent House,3,1590,21,Unfurnished,High,7.0,0,Yes,Yes,73.28,0
Bangalore,Independent House,4,1959,33,Semi-Furnished,High,0.0,7,Yes,Yes,212.31,0
Bangalore,Apartment,4,2101,28,Semi-Furnished,Low,7.0,5,No,Yes,169.33,1
Indore,Apartment,3,1423,37,Semi-Furnished,Medium,0.0,2,Yes,Yes,39.89,1
Delhi,Apartment,3,1586,32,Unfurnished,Medium,8.0,2,Yes,No,215.29,1
Indore,Villa,4,2043,17,Unfurnished,Medium,8.0,5,Yes,Yes,77.1,0
Pune,Independent House,2,982,6,Fully-Furnished,Low,8.0,6,No,No,83.17,0
Mumbai,Apartment,3,1502,0,Semi-Furnished,Medium,2.0,7,Yes,Yes,326.12,0
Jaipur,Apartment,3,1557,32,Fully-Furnished,Medium,3.0,4,No,No,57.53,1
Delhi,Apartment,4,1829,0,Semi-Furnished,Low,4.0,5,Yes,No,246.92,1
Mumbai,Independent House,2,795,23,Semi-Furnished,Medium,5.0,0,No,No,129.32,1
Delhi,Independent House,2,874,3,Fully-Furnished,High,8.0,5,Yes,Yes,178.28,0
Indore,Apartment,3,1259,3,,High,10.0,8,Yes,Yes,59.74,0
Bangalore,Apartment,3,1401,17,Unfurnished,High,3.0,3,No,Yes,130.88,0
Jaipur,Apartment,4,1699,26,Semi-Furnished,Medium,5.0,0,Yes,No,61.45,1
Indore,Apartment,3,1457,31,Fully-Furnished,High,0.0,8,Yes,Yes,66.76,0
Mumbai,Apartment,2,1189,32,Unfurnished,High,1.0,3,No,No,179.62,1
Mumbai,Apartment,3,1417,27,Unfurnished,Medium,7.0,1,Yes,Yes,256.11,1
Mumbai,Apartment,3,1370,40,Unfurnished,Low,3.0,0,Yes,Yes,249.67,1
Mumbai,Apartment,4,1948,35,Fully-Furnished,Medium,9.0,2,Yes,Yes,265.85,1
Mumbai,Apartment,3,1316,5,Unfurnished,Medium,6.0,6,No,Yes,288.25,0
Delhi,Apartment,2,1097,15,Semi-Furnished,Medium,3.0,1,Yes,No,141.66,1
Indore,Apartment,3,1430,33,Unfurnished,Medium,8.0,8,Yes,Yes,46.71,1
Jaipur,Villa,3,1329,22,Unfurnished,High,8.0,1,Yes,Yes,52.91,1
Bangalore,Villa,1,622,23,Semi-Furnished,Medium,3.0,4,Yes,Yes,58.25,0
Bangalore,Apartment,3,1244,12,Unfurnished,Low,7.0,7,No,Yes,123.45,0
Indore,Apartment,3,1210,17,Semi-Furnished,High,5.0,7,Yes,Yes,67.87,0
Indore,Villa,2,1032,12,Semi-Furnished,Medium,,2,Yes,Yes,39.54,0
Bangalore,Independent House,3,1664,36,Fully-Furnished,High,6.0,1,Yes,No,166.51,0
Bangalore,Apartment,2,936,38,Unfurnished,Low,0.0,8,Yes,Yes,68.56,1
Delhi,Apartment,3,1432,16,Fully-Furnished,High,2.0,2,No,Yes,249.54,0
Pune,Apartment,2,1191,14,Semi-Furnished,Low,7.0,7,Yes,Yes,112.98,0
Jaipur,Apartment,3,1293,17,Fully-Furnished,Low,8.0,1,Yes,No,49.89,1
Mumbai,Apartment,3,1415,22,Semi-Furnished,Low,2.0,2,Yes,No,255.05,1
Pune,Apartment,2,727,29,Semi-Furnished,High,,0,No,No,56.36,1
Indore,Villa,3,1327,33,Fully-Furnished,High,0.0,5,Yes,No,43.89,1
Bangalore,Apartment,5,2166,3,Fully-Furnished,Medium,6.0,6,Yes,No,226.26,0
Pune,Apartment,1,627,2,Unfurnished,High,4.0,3,No,Yes,62.48,0
Jaipur,Apartment,3,1227,6,Unfurnished,Medium,0.0,0,No,Yes,59.84,0
Indore,Apartment,4,1699,17,,Medium,5.0,2,No,Yes,59.35,1
Mumbai,Apartment,3,1371,6,Unfurnished,High,5.0,8,Yes,Yes,367.82,0
Mumbai,Apartment,3,1525,39,Unfurnished,Medium,3.0,4,No,No,177.05,1
Jaipur,Independent House,1,400,5,Unfurnished,Medium,6.0,5,Yes,No,23.55,0
Jaipur,Apartment,3,1489,21,Fully-Furnished,High,6.0,3,Yes,Yes,76.86,0
Bangalore,Villa,2,945,0,,High,8.0,0,Yes,Yes,90.7,0
Mumbai,Independent House,3,1374,3,Semi-Furnished,High,,4,Yes,No,359.95,0
Indore,Apartment,3,1238,28,Unfurnished,High,4.0,4,No,Yes,43.48,1
Pune,Apartment,5,2161,20,Unfurnished,Low,9.0,4,Yes,Yes,105.44,1
Indore,Apartment,3,1469,25,Unfurnished,High,2.0,5,No,No,54.32,1
Delhi,Independent House,3,1205,13,Unfurnished,Medium,6.0,1,No,Yes,189.44,0
Delhi,Independent House,1,646,8,Semi-Furnished,High,3.0,0,Yes,No,119.73,0
Jaipur,Villa,3,1298,11,Fully-Furnished,Medium,3.0,1,No,No,63.41,0
Bangalore,Apartment,3,1579,5,Unfurnished,Medium,0.0,5,Yes,Yes,166.41,0
Delhi,Villa,3,1218,19,Semi-Furnished,Medium,0.0,4,Yes,Yes,181.07,0
Mumbai,Apartment,2,1048,23,Semi-Furnished,Medium,9.0,4,No,No,215.65,0
Indore,Apartment,2,1021,26,Fully-Furnished,Low,1.0,5,Yes,Yes,32.88,1
Indore,Apartment,3,1464,37,Semi-Furnished,High,1.0,6,Yes,Yes,48.97,1
Jaipur,Apartment,3,1554,7,Semi-Furnished,High,0.0,8,Yes,No,73.05,0
Pune,Villa,4,1794,0,Semi-Furnished,Low,7.0,6,No,Yes,158.62,0
Jaipur,Apartment,2,852,23,Fully-Furnished,High,5.0,1,Yes,Yes,44.79,0
Pune,Apartment,3,1460,6,Unfurnished,Medium,5.0,5,Yes,Yes,108.61,1
Jaipur,Apartment,3,1201,18,Unfurnished,Medium,9.0,8,Yes,Yes,38.14,1
Jaipur,Independent House,3,1213,21,Fully-Furnished,Medium,9.0,6,No,Yes,64.97,0
Jaipur,Villa,3,1411,34,Semi-Furnished,High,8.0,1,Yes,Yes,48.99,1
Pune,Apartment,3,1413,29,Semi-Furnished,High,4.0,2,Yes,Yes,120.77,0
Pune,Apartment,3,1462,28,Semi-Furnished,Medium,3.0,7,Yes,Yes,112.69,1
Jaipur,Apartment,2,827,21,Unfurnished,Medium,10.0,8,Yes,No,30.85,1
Delhi,Independent House,2,950,10,Semi-Furnished,Low,5.0,3,Yes,No,145.79,0
Bangalore,Apartment,4,1844,19,Semi-Furnished,Medium,7.0,8,Yes,Yes,133.45,1
Bangalore,Apartment,2,1162,28,Unfurnished,Low,0.0,1,Yes,Yes,108.59,0
Bangalore,Apartment,3,1372,40,Semi-Furnished,Low,6.0,4,Yes,Yes,137.86,0
Pune,Apartment,3,1672,33,Fully-Furnished,Medium,7.0,1,Yes,Yes,151.23,0
Pune,Independent House,3,1435,0,Unfurnished,High,8.0,0,Yes,No,115.73,0
Delhi,Apartment,3,1469,30,Semi-Furnished,Medium,10.0,4,Yes,Yes,123.54,1
Bangalore,Apartment,3,1608,29,Unfurnished,Low,7.0,1,Yes,Yes,128.45,1
Bangalore,Apartment,1,403,17,Semi-Furnished,Medium,6.0,6,Yes,Yes,29.1,1
Jaipur,Apartment,2,1054,16,Unfurnished,High,2.0,7,Yes,No,43.44,0
Pune,Independent House,3,1437,37,Semi-Furnished,High,1.0,1,Yes,No,132.38,0
Bangalore,Apartment,4,1805,13,Fully-Furnished,High,2.0,6,Yes,Yes,237.81,0
Indore,Independent House,3,1276,22,Unfurnished,Medium,3.0,3,Yes,Yes,55.81,0
Delhi,Villa,2,912,24,Fully-Furnished,High,3.0,0,Yes,Yes,143.74,0
Indore,Apartment,2,923,14,Fully-Furnished,Low,5.0,2,No,Yes,40.82,0
Indore,Apartment,3,1604,21,Unfurnished,Medium,6.0,0,Yes,Yes,39.33,1
Delhi,Apartment,2,1163,2,Unfurnished,Medium,3.0,4,No,No,133.6,1
Indore,Villa,3,1247,18,Fully-Furnished,Medium,9.0,7,Yes,Yes,47.68,0
Bangalore,Apartment,3,1496,33,Fully-Furnished,High,5.0,0,Yes,No,155.27,0
Pune,Apartment,1,400,34,Unfurnished,High,8.0,8,No,No,27.36,1
Delhi,Apartment,4,2050,0,Unfurnished,Low,5.0,2,Yes,Yes,327.3,0
Jaipur,Villa,2,958,20,Unfurnished,Low,2.0,4,Yes,No,29.8,1
